Q1;Q3;IC80I;IC80S;IC90I;IC90S;IC95I;IC95S;Casos semanais reportados até a última atualização;casos estimados;média móvel;tendência de longo prazo;tendência de curto prazo;Semana epidemiológica;Ano epidemiológico;População;CO_UF;DS_UF_SIGLA;Grupo Jurídico;escala
;;;;;;;;5,62000000000000e+02;5,62000000000000e+02;5,64000000000000e+02;;;25;2021;9129520;23;CE;0;casos
;;;;;;;;5,09000000000000e+02;5,09000000000000e+02;4,95000000000000e+02;;;26;2021;9129520;23;CE;0;casos
;;;;;;;;4,15000000000000e+02;4,15000000000000e+02;4,22000000000000e+02;;;27;2021;9129520;23;CE;0;casos
;;;;;;;;3,42000000000000e+02;3,42000000000000e+02;3,60000000000000e+02;;;28;2021;9129520;23;CE;0;casos
;;;;;;;;3,22000000000000e+02;3,22000000000000e+02;2,97000000000000e+02;;;29;2021;9129520;23;CE;0;casos
;;;;;;;;2,26000000000000e+02;2,26000000000000e+02;2,67000000000000e+02;;;30;2021;9129520;23;CE;0;casos
;;;;;;;;2,53000000000000e+02;2,53000000000000e+02;2,34000000000000e+02;;;31;2021;9129520;23;CE;0;casos
;;;;;;;;2,22000000000000e+02;2,22000000000000e+02;2,24000000000000e+02;;;32;2021;9129520;23;CE;0;casos
;;;;;;;;1,97000000000000e+02;1,97000000000000e+02;1,91000000000000e+02;;;33;2021;9129520;23;CE;0;casos
;;;;;;;;1,54000000000000e+02;1,54000000000000e+02;1,63000000000000e+02;;;34;2021;9129520;23;CE;0;casos
;;;;;;;;1,39000000000000e+02;1,39000000000000e+02;1,51000000000000e+02;;;35;2021;9129520;23;CE;0;casos
;;;;;;;;1,59000000000000e+02;1,59000000000000e+02;1,46000000000000e+02;;;36;2021;9129520;23;CE;0;casos
;;;;;;;;1,39000000000000e+02;1,39000000000000e+02;1,41000000000000e+02;;;37;2021;9129520;23;CE;0;casos
;;;;;;;;1,24000000000000e+02;1,24000000000000e+02;1,38000000000000e+02;;;38;2021;9129520;23;CE;0;casos
;;;;;;;;1,51000000000000e+02;1,51000000000000e+02;1,39000000000000e+02;;;39;2021;9129520;23;CE;0;casos
;;;;;;;;1,42000000000000e+02;1,42000000000000e+02;1,46000000000000e+02;;;40;2021;9129520;23;CE;0;casos
;;;;;;;;1,46000000000000e+02;1,46000000000000e+02;1,32000000000000e+02;;;41;2021;9129520;23;CE;0;casos
;;;;;;;;1,09000000000000e+02;1,09000000000000e+02;1,26000000000000e+02;;;42;2021;9129520;23;CE;0;casos
;;;;;;;;1,22000000000000e+02;1,22000000000000e+02;1,27000000000000e+02;;;43;2021;9129520;23;CE;0;casos
;;;;;;;;1,50000000000000e+02;1,50000000000000e+02;1,46000000000000e+02;;;44;2021;9129520;23;CE;0;casos
;;;;;;;;1,65000000000000e+02;1,65000000000000e+02;1,62000000000000e+02;;;45;2021;9129520;23;CE;0;casos
;;;;;;;;1,70000000000000e+02;1,70000000000000e+02;1,63000000000000e+02;;;46;2021;9129520;23;CE;0;casos
;;;;;;;;1,54000000000000e+02;1,54000000000000e+02;1,50000000000000e+02;;;47;2021;9129520;23;CE;0;casos
;;;;;;;;1,27000000000000e+02;1,27000000000000e+02;1,36000000000000e+02;;;48;2021;9129520;23;CE;0;casos
;;;;;;;;1,28000000000000e+02;1,28000000000000e+02;1,49000000000000e+02;;;49;2021;9129520;23;CE;0;casos
;;;;;;;;1,93000000000000e+02;1,93000000000000e+02;2,36000000000000e+02;;;50;2021;9129520;23;CE;0;casos
;;;;;;;;3,87000000000000e+02;3,87000000000000e+02;4,32000000000000e+02;;;51;2021;9129520;23;CE;0;casos
;;;;;;;;7,16000000000000e+02;7,16000000000000e+02;6,61000000000000e+02;;;52;2021;9129520;23;CE;0;casos
;;;;;;;;8,79000000000000e+02;8,79000000000000e+02;8,76000000000000e+02;;;1;2022;9162955;23;CE;0;casos
;;;;;;;;1,03300000000000e+03;1,03300000000000e+03;9,09000000000000e+02;;;2;2022;9162955;23;CE;0;casos
;;;;;;;;8,16000000000000e+02;8,16000000000000e+02;8,09000000000000e+02;;;3;2022;9162955;23;CE;0;casos
;;;;;;;;5,79000000000000e+02;5,79000000000000e+02;5,90000000000000e+02;;;4;2022;9162955;23;CE;0;casos
;;;;;;;;3,75000000000000e+02;3,75000000000000e+02;4,07000000000000e+02;;;5;2022;9162955;23;CE;0;casos
;;;;;;;;2,67000000000000e+02;2,67000000000000e+02;2,85000000000000e+02;;;6;2022;9162955;23;CE;0;casos
;;;;;;;;2,13000000000000e+02;2,13000000000000e+02;2,30000000000000e+02;;;7;2022;9162955;23;CE;0;casos
;;;;;;;;2,11000000000000e+02;2,11000000000000e+02;2,33000000000000e+02;;;8;2022;9162955;23;CE;0;casos
;;;;;;;;2,75000000000000e+02;2,75000000000000e+02;2,43000000000000e+02;;;9;2022;9162955;23;CE;0;casos
;;;;;;;;2,42000000000000e+02;2,42000000000000e+02;2,66000000000000e+02;;;10;2022;9162955;23;CE;0;casos
;;;;;;;;2,82000000000000e+02;2,82000000000000e+02;2,54000000000000e+02;;;11;2022;9162955;23;CE;0;casos
;;;;;;;;2,37000000000000e+02;2,37000000000000e+02;2,39000000000000e+02;;;12;2022;9162955;23;CE;0;casos
;;;;;;;;1,99000000000000e+02;1,99000000000000e+02;2,06000000000000e+02;;;13;2022;9162955;23;CE;0;casos
;;;;;;;;1,81000000000000e+02;1,81000000000000e+02;1,88000000000000e+02;;;14;2022;9162955;23;CE;0;casos
;;;;;;;;1,84000000000000e+02;1,84000000000000e+02;1,84000000000000e+02;;;15;2022;9162955;23;CE;0;casos
;;;;;;;;1,86000000000000e+02;1,86000000000000e+02;1,95000000000000e+02;;;16;2022;9162955;23;CE;0;casos
;;;;;;;;2,16000000000000e+02;2,16000000000000e+02;2,14000000000000e+02;;;17;2022;9162955;23;CE;0;casos
;;;;;;;;2,41000000000000e+02;2,41000000000000e+02;2,16000000000000e+02;;;18;2022;9162955;23;CE;0;casos
;;;;;;;;1,91000000000000e+02;1,91000000000000e+02;2,16000000000000e+02;;;19;2022;9162955;23;CE;0;casos
;;;;;;;;2,16000000000000e+02;2,16000000000000e+02;1,91000000000000e+02;;;20;2022;9162955;23;CE;0;casos
;;;;;;;;1,66000000000000e+02;1,66000000000000e+02;2,05000000000000e+02;;;21;2022;9162955;23;CE;0;casos
;;;;;;;;2,34000000000000e+02;2,34000000000000e+02;2,23000000000000e+02;;;22;2022;9162955;23;CE;0;casos
;;;;;;;;2,69000000000000e+02;2,69000000000000e+02;2,58000000000000e+02;;;23;2022;9162955;23;CE;0;casos
;;;;;;;;2,70000000000000e+02;2,70000000000000e+02;2,85000000000000e+02;;;24;2022;9162955;23;CE;0;casos
;;;;;;;;3,17000000000000e+02;3,17000000000000e+02;3,12000000000000e+02;;;25;2022;9162955;23;CE;0;casos
;;;;;;;;3,50000000000000e+02;3,50000000000000e+02;3,19000000000000e+02;;;26;2022;9162955;23;CE;0;casos
;;;;;;;;2,90000000000000e+02;2,90000000000000e+02;2,96000000000000e+02;;;27;2022;9162955;23;CE;0;casos
;;;;;;;;2,48000000000000e+02;2,48000000000000e+02;2,38000000000000e+02;;;28;2022;9162955;23;CE;0;casos
;;;;;;;;1,76000000000000e+02;1,76000000000000e+02;1,78000000000000e+02;;;29;2022;9162955;23;CE;0;casos
;;;;;;;;1,09000000000000e+02;1,09000000000000e+02;1,38000000000000e+02;;;30;2022;9162955;23;CE;0;casos
;;;;;;;;1,28000000000000e+02;1,28000000000000e+02;1,19000000000000e+02;;;31;2022;9162955;23;CE;0;casos
;;;;;;;;1,21000000000000e+02;1,21000000000000e+02;1,46000000000000e+02;;;32;2022;9162955;23;CE;0;casos
;;;;;;;;1,88000000000000e+02;1,88000000000000e+02;1,56000000000000e+02;;;33;2022;9162955;23;CE;0;casos
;;;;;;;;1,60000000000000e+02;1,60000000000000e+02;1,66000000000000e+02;;;34;2022;9162955;23;CE;0;casos
;;;;;;;;1,51000000000000e+02;1,51000000000000e+02;1,48000000000000e+02;;;35;2022;9162955;23;CE;0;casos
;;;;;;;;1,34000000000000e+02;1,34000000000000e+02;1,29000000000000e+02;;;36;2022;9162955;23;CE;0;casos
;;;;;;;;1,03000000000000e+02;1,03000000000000e+02;1,14000000000000e+02;;;37;2022;9162955;23;CE;0;casos
;;;;;;;;1,05000000000000e+02;1,05000000000000e+02;1,07000000000000e+02;;;38;2022;9162955;23;CE;0;casos
;;;;;;;;1,13000000000000e+02;1,13000000000000e+02;9,80000000000000e+01;;;39;2022;9162955;23;CE;0;casos
;;;;;;;;7,70000000000000e+01;7,70000000000000e+01;9,80000000000000e+01;;;40;2022;9162955;23;CE;0;casos
;;;;;;;;1,04000000000000e+02;1,04000000000000e+02;9,50000000000000e+01;;;41;2022;9162955;23;CE;0;casos
;;;;;;;;1,05000000000000e+02;1,05000000000000e+02;1,06000000000000e+02;;;42;2022;9162955;23;CE;0;casos
;;;;;;;;1,10000000000000e+02;1,10000000000000e+02;1,10000000000000e+02;;;43;2022;9162955;23;CE;0;casos
;;;;;;;;1,14000000000000e+02;1,14000000000000e+02;1,15000000000000e+02;;;44;2022;9162955;23;CE;0;casos
;;;;;;;;1,22000000000000e+02;1,22000000000000e+02;1,37000000000000e+02;;;45;2022;9162955;23;CE;0;casos
;;;;;;;;1,76000000000000e+02;1,76000000000000e+02;1,67000000000000e+02;;;46;2022;9162955;23;CE;0;casos
;;;;;;;;2,02000000000000e+02;2,02000000000000e+02;1,85000000000000e+02;;;47;2022;9162955;23;CE;0;casos
;;;;;;;;1,76000000000000e+02;1,76000000000000e+02;1,75000000000000e+02;;;48;2022;9162955;23;CE;0;casos
;;;;;;;;1,48000000000000e+02;1,48000000000000e+02;1,48000000000000e+02;;;49;2022;9162955;23;CE;0;casos
;;;;;;;;1,19000000000000e+02;1,19000000000000e+02;1,24000000000000e+02;;;50;2022;9162955;23;CE;0;casos
;;;;;;;;1,04000000000000e+02;1,04000000000000e+02;1,07000000000000e+02;;;51;2022;9162955;23;CE;0;casos
;;;;;;;;9,90000000000000e+01;9,90000000000000e+01;9,70000000000000e+01;;;52;2022;9162955;23;CE;0;casos
;;;;;;;;8,90000000000000e+01;8,90000000000000e+01;8,80000000000000e+01;;;1;2023;9196672;23;CE;0;casos
;;;;;;;;7,70000000000000e+01;7,70000000000000e+01;7,90000000000000e+01;;;2;2023;9196672;23;CE;0;casos
;;;;;;;;7,00000000000000e+01;7,00000000000000e+01;7,80000000000000e+01;;;3;2023;9196672;23;CE;0;casos
;;;;;;;;8,80000000000000e+01;8,80000000000000e+01;8,40000000000000e+01;;;4;2023;9196672;23;CE;0;casos
;;;;;;;;9,50000000000000e+01;9,50000000000000e+01;9,80000000000000e+01;;;5;2023;9196672;23;CE;0;casos
;;;;;;;;1,10000000000000e+02;1,10000000000000e+02;1,07000000000000e+02;;;6;2023;9196672;23;CE;0;casos
;;;;;;;;1,16000000000000e+02;1,16000000000000e+02;1,29000000000000e+02;;;7;2023;9196672;23;CE;0;casos
;;;;;;;;1,60000000000000e+02;1,60000000000000e+02;1,47000000000000e+02;;;8;2023;9196672;23;CE;0;casos
;;;;;;;;1,65000000000000e+02;1,65000000000000e+02;1,75000000000000e+02;;;9;2023;9196672;23;CE;0;casos
;;;;;;;;2,00000000000000e+02;2,00000000000000e+02;1,86000000000000e+02;;;10;2023;9196672;23;CE;0;casos
;;;;;;;;1,92000000000000e+02;1,92000000000000e+02;2,20000000000000e+02;;;11;2023;9196672;23;CE;0;casos
;;;;;;;;2,67000000000000e+02;2,67000000000000e+02;2,42000000000000e+02;;;12;2023;9196672;23;CE;0;casos
;;;;;;;;2,67000000000000e+02;2,67000000000000e+02;2,75000000000000e+02;;;13;2023;9196672;23;CE;0;casos
;;;;;;;;2,90000000000000e+02;2,90000000000000e+02;3,03000000000000e+02;;;14;2023;9196672;23;CE;0;casos
;;;;;;;;3,51000000000000e+02;3,51000000000000e+02;3,01000000000000e+02;;;15;2023;9196672;23;CE;0;casos
;;;;;;;;2,63000000000000e+02;2,63000000000000e+02;2,90000000000000e+02;;;16;2023;9196672;23;CE;0;casos
;;;;;;;;2,55000000000000e+02;2,55000000000000e+02;2,82000000000000e+02;;;17;2023;9196672;23;CE;0;casos
;;;;;;;;3,29000000000000e+02;3,29000000000000e+02;3,02000000000000e+02;;;18;2023;9196672;23;CE;0;casos
;;;;;;;;3,22000000000000e+02;3,22000000000000e+02;3,28000000000000e+02;;;19;2023;9196672;23;CE;0;casos
;;;;;;;;3,34000000000000e+02;3,34000000000000e+02;3,17000000000000e+02;;;20;2023;9196672;23;CE;0;casos
;;;;;;;;2,94000000000000e+02;2,94000000000000e+02;2,80000000000000e+02;;;21;2023;9196672;23;CE;0;casos
;;;;;;;;2,13000000000000e+02;2,13000000000000e+02;2,38000000000000e+02;;;22;2023;9196672;23;CE;0;casos
;;;;;;;;2,06000000000000e+02;2,06000000000000e+02;2,00000000000000e+02;;;23;2023;9196672;23;CE;0;casos
;;;;;;;;1,82000000000000e+02;1,82000000000000e+02;1,95000000000000e+02;;;24;2023;9196672;23;CE;0;casos
;;;;;;;;1,96000000000000e+02;1,96000000000000e+02;1,80000000000000e+02;;;25;2023;9196672;23;CE;0;casos
;;;;;;;;1,61000000000000e+02;1,61000000000000e+02;1,64000000000000e+02;;;26;2023;9196672;23;CE;0;casos
;;;;;;;;1,34000000000000e+02;1,34000000000000e+02;1,39000000000000e+02;;;27;2023;9196672;23;CE;0;casos
;;;;;;;;1,21000000000000e+02;1,21000000000000e+02;1,17000000000000e+02;;;28;2023;9196672;23;CE;0;casos
;;;;;;;;9,50000000000000e+01;9,50000000000000e+01;9,10000000000000e+01;;;29;2023;9196672;23;CE;0;casos
;;;;;;;;5,80000000000000e+01;5,80000000000000e+01;7,20000000000000e+01;;;30;2023;9196672;23;CE;0;casos
;;;;;;;;6,40000000000000e+01;6,40000000000000e+01;7,00000000000000e+01;;;31;2023;9196672;23;CE;0;casos
;;;;;;;;8,80000000000000e+01;8,80000000000000e+01;7,40000000000000e+01;;;32;2023;9196672;23;CE;0;casos
;;;;;;;;7,10000000000000e+01;7,10000000000000e+01;8,90000000000000e+01;;;33;2023;9196672;23;CE;0;casos
;;;;;;;;1,08000000000000e+02;1,08000000000000e+02;9,80000000000000e+01;;;34;2023;9196672;23;CE;0;casos
;;;;;;;;1,16000000000000e+02;1,16000000000000e+02;1,03000000000000e+02;;;35;2023;9196672;23;CE;0;casos
;;;;;;;;8,60000000000000e+01;8,60000000000000e+01;9,40000000000000e+01;;;36;2023;9196672;23;CE;0;casos
;;;;;;;;8,00000000000000e+01;8,00000000000000e+01;8,10000000000000e+01;;;37;2023;9196672;23;CE;0;casos
;;;;;;;;7,80000000000000e+01;7,80000000000000e+01;7,80000000000000e+01;;;38;2023;9196672;23;CE;0;casos
;;;;;;;;7,60000000000000e+01;7,60000000000000e+01;7,40000000000000e+01;;;39;2023;9196672;23;CE;0;casos
;;;;;;;;6,90000000000000e+01;6,90000000000000e+01;7,20000000000000e+01;;;40;2023;9196672;23;CE;0;casos
;;;;;;;;7,10000000000000e+01;7,10000000000000e+01;7,40000000000000e+01;;;41;2023;9196672;23;CE;0;casos
;;;;;;;;8,30000000000000e+01;8,30000000000000e+01;8,60000000000000e+01;;;42;2023;9196672;23;CE;0;casos
;;;;;;;;1,05000000000000e+02;1,05000000000000e+02;9,00000000000000e+01;;;43;2023;9196672;23;CE;0;casos
;;;;;;;;8,10000000000000e+01;8,10000000000000e+01;8,90000000000000e+01;;;44;2023;9196672;23;CE;0;casos
;;;;;;;;8,20000000000000e+01;8,20000000000000e+01;8,60000000000000e+01;;;45;2023;9196672;23;CE;0;casos
;;;;;;;;9,50000000000000e+01;9,50000000000000e+01;1,03000000000000e+02;;;46;2023;9196672;23;CE;0;casos
;;;;;;;;1,31000000000000e+02;1,31000000000000e+02;1,29000000000000e+02;;;47;2023;9196672;23;CE;0;casos
;;;;;;;;1,61000000000000e+02;1,61000000000000e+02;1,47000000000000e+02;;;48;2023;9196672;23;CE;0;casos
;;;;;;;;1,49000000000000e+02;1,49000000000000e+02;1,71000000000000e+02;;;49;2023;9196672;23;CE;0;casos
;;;;;;;;2,03000000000000e+02;2,03000000000000e+02;1,60000000000000e+02;;;50;2023;9196672;23;CE;0;casos
;;;;;;;;1,29000000000000e+02;1,29000000000000e+02;1,51000000000000e+02;;;51;2023;9196672;23;CE;0;casos
;;;;;;;;1,20000000000000e+02;1,20000000000000e+02;1,20000000000000e+02;;;52;2023;9196672;23;CE;0;casos
;;;;;;;;1,11000000000000e+02;1,11000000000000e+02;1,10000000000000e+02;;;1;2024;9233656;23;CE;0;casos
;;;;;;;;9,80000000000000e+01;9,80000000000000e+01;9,30000000000000e+01;;;2;2024;9233656;23;CE;0;casos
;;;;;;;;7,10000000000000e+01;7,10000000000000e+01;7,20000000000000e+01;;;3;2024;9233656;23;CE;0;casos
;;;;;;;;4,70000000000000e+01;4,70000000000000e+01;6,30000000000000e+01;;;4;2024;9233656;23;CE;0;casos
;;;;;;;;7,10000000000000e+01;7,10000000000000e+01;7,20000000000000e+01;;;5;2024;9233656;23;CE;0;casos
;;;;;;;;9,80000000000000e+01;9,80000000000000e+01;8,40000000000000e+01;;;6;2024;9233656;23;CE;0;casos
;;;;;;;;8,30000000000000e+01;8,30000000000000e+01;9,80000000000000e+01;;;7;2024;9233656;23;CE;0;casos
;;;;;;;;1,13000000000000e+02;1,13000000000000e+02;1,19000000000000e+02;;;8;2024;9233656;23;CE;0;casos
;;;;;;;;1,62000000000000e+02;1,62000000000000e+02;1,38000000000000e+02;;;9;2024;9233656;23;CE;0;casos
;;;;;;;;1,39000000000000e+02;1,39000000000000e+02;1,51000000000000e+02;;;10;2024;9233656;23;CE;0;casos
;;;;;;;;1,53000000000000e+02;1,53000000000000e+02;1,46000000000000e+02;;;11;2024;9233656;23;CE;0;casos
;;;;;;;;1,47000000000000e+02;1,47000000000000e+02;1,51000000000000e+02;;;12;2024;9233656;23;CE;0;casos
;;;;;;;;1,53000000000000e+02;1,53000000000000e+02;1,62000000000000e+02;;;13;2024;9233656;23;CE;0;casos
;;;;;;;;1,87000000000000e+02;1,87000000000000e+02;1,84000000000000e+02;;;14;2024;9233656;23;CE;0;casos
;;;;;;;;2,12000000000000e+02;2,12000000000000e+02;1,98000000000000e+02;;;15;2024;9233656;23;CE;0;casos
;;;;;;;;1,96000000000000e+02;1,96000000000000e+02;2,04000000000000e+02;;;16;2024;9233656;23;CE;0;casos
;;;;;;;;2,03000000000000e+02;2,03000000000000e+02;1,90000000000000e+02;;;17;2024;9233656;23;CE;0;casos
;;;;;;;;1,71000000000000e+02;1,71000000000000e+02;1,80000000000000e+02;;;18;2024;9233656;23;CE;0;casos
;;;;;;;;1,66000000000000e+02;1,66000000000000e+02;1,72000000000000e+02;;;19;2024;9233656;23;CE;0;casos
;;;;;;;;1,80000000000000e+02;1,80000000000000e+02;1,84000000000000e+02;;;20;2024;9233656;23;CE;0;casos
;;;;;;;;2,07000000000000e+02;2,07000000000000e+02;2,03000000000000e+02;;;21;2024;9233656;23;CE;0;casos
;;;;;;;;2,23000000000000e+02;2,23000000000000e+02;2,17000000000000e+02;;;22;2024;9233656;23;CE;0;casos
;;;;;;;;2,22000000000000e+02;2,22000000000000e+02;2,37000000000000e+02;;;23;2024;9233656;23;CE;0;casos
;;;;;;;;2,67000000000000e+02;2,67000000000000e+02;2,46000000000000e+02;;;24;2024;9233656;23;CE;0;casos
;;;;;;;;2,50000000000000e+02;2,50000000000000e+02;2,36000000000000e+02;;;25;2024;9233656;23;CE;0;casos
;;;;;;;;1,91000000000000e+02;1,91000000000000e+02;2,19000000000000e+02;;;26;2024;9233656;23;CE;0;casos
;;;;;;;;2,16000000000000e+02;2,16000000000000e+02;1,83000000000000e+02;;;27;2024;9233656;23;CE;0;casos
;;;;;;;;1,41000000000000e+02;1,41000000000000e+02;1,57000000000000e+02;;;28;2024;9233656;23;CE;0;casos
;;;;;;;;1,14000000000000e+02;1,14000000000000e+02;1,10000000000000e+02;;;29;2024;9233656;23;CE;0;casos
;;;;;;;;7,40000000000000e+01;7,40000000000000e+01;8,50000000000000e+01;;;30;2024;9233656;23;CE;0;casos
;;;;;;;;6,60000000000000e+01;6,60000000000000e+01;7,00000000000000e+01;;;31;2024;9233656;23;CE;0;casos
;;;;;;;;7,00000000000000e+01;7,00000000000000e+01;7,60000000000000e+01;;;32;2024;9233656;23;CE;0;casos
;;;;;;;;9,30000000000000e+01;9,30000000000000e+01;8,70000000000000e+01;;;33;2024;9233656;23;CE;0;casos
;;;;;;;;9,80000000000000e+01;9,80000000000000e+01;9,20000000000000e+01;;;34;2024;9233656;23;CE;0;casos
;;;;;;;;8,50000000000000e+01;8,50000000000000e+01;9,50000000000000e+01;;;35;2024;9233656;23;CE;0;casos
;;;;;;;;1,02000000000000e+02;1,02000000000000e+02;9,60000000000000e+01;;;36;2024;9233656;23;CE;0;casos
;;;;;;;;1,02000000000000e+02;1,02000000000000e+02;9,80000000000000e+01;;;37;2024;9233656;23;CE;0;casos
;;;;;;;;9,10000000000000e+01;9,10000000000000e+01;8,70000000000000e+01;;;38;2024;9233656;23;CE;0;casos
;;;;;;;;6,70000000000000e+01;6,70000000000000e+01;7,50000000000000e+01;;;39;2024;9233656;23;CE;0;casos
;;;;;;;;6,70000000000000e+01;6,70000000000000e+01;6,50000000000000e+01;;;40;2024;9233656;23;CE;0;casos
;;;;;;;;6,10000000000000e+01;6,10000000000000e+01;6,90000000000000e+01;;;41;2024;9233656;23;CE;0;casos
;;;;;;;;7,80000000000000e+01;7,80000000000000e+01;7,50000000000000e+01;;;42;2024;9233656;23;CE;0;casos
;;;;;;;;8,50000000000000e+01;8,50000000000000e+01;8,00000000000000e+01;;;43;2024;9233656;23;CE;0;casos
;;;;;;;;7,60000000000000e+01;7,60000000000000e+01;8,10000000000000e+01;;;44;2024;9233656;23;CE;0;casos
;;;;;;;;8,20000000000000e+01;8,20000000000000e+01;7,90000000000000e+01;;;45;2024;9233656;23;CE;0;casos
;;;;;;;;7,90000000000000e+01;7,90000000000000e+01;8,00000000000000e+01;;;46;2024;9233656;23;CE;0;casos
;;;;;;;;8,00000000000000e+01;8,00000000000000e+01;8,60000000000000e+01;;;47;2024;9233656;23;CE;0;casos
;;;;;;;;9,90000000000000e+01;9,90000000000000e+01;1,09000000000000e+02;;;48;2024;9233656;23;CE;0;casos
;;;;;;;;1,49000000000000e+02;1,49000000000000e+02;1,32000000000000e+02;;;49;2024;9233656;23;CE;0;casos
;;;;;;;;1,47000000000000e+02;1,47000000000000e+02;1,42000000000000e+02;;;50;2024;9233656;23;CE;0;casos
;;;;;;;;1,29000000000000e+02;1,29000000000000e+02;1,33000000000000e+02;;;51;2024;9233656;23;CE;0;casos
;;;;;;;;1,22000000000000e+02;1,22000000000000e+02;1,18000000000000e+02;;;52;2024;9233656;23;CE;0;casos
;;;;;;;;1,02000000000000e+02;1,02000000000000e+02;1,00000000000000e+02;;;1;2025;9268836;23;CE;0;casos
;;;;;;;;7,60000000000000e+01;7,60000000000000e+01;7,90000000000000e+01;;;2;2025;9268836;23;CE;0;casos
;;;;;;;;5,90000000000000e+01;5,90000000000000e+01;6,40000000000000e+01;;;3;2025;9268836;23;CE;0;casos
;;;;;;;;5,60000000000000e+01;5,60000000000000e+01;5,40000000000000e+01;;;4;2025;9268836;23;CE;0;casos
;;;;;;;;4,70000000000000e+01;4,70000000000000e+01;5,60000000000000e+01;;;5;2025;9268836;23;CE;0;casos
;;;;;;;;6,50000000000000e+01;6,50000000000000e+01;6,60000000000000e+01;;;6;2025;9268836;23;CE;0;casos
;;;;;;;;8,50000000000000e+01;8,50000000000000e+01;8,30000000000000e+01;;;7;2025;9268836;23;CE;0;casos
;;;;;;;;1,00000000000000e+02;1,00000000000000e+02;9,80000000000000e+01;;;8;2025;9268836;23;CE;0;casos
;;;;;;;;1,10000000000000e+02;1,10000000000000e+02;1,13000000000000e+02;;;9;2025;9268836;23;CE;0;casos
;;;;;;;;1,28000000000000e+02;1,28000000000000e+02;1,14000000000000e+02;;;10;2025;9268836;23;CE;0;casos
;;;;;;;;1,03000000000000e+02;1,03000000000000e+02;1,15000000000000e+02;;;11;2025;9268836;23;CE;0;casos
;;;;;;;;1,15000000000000e+02;1,15000000000000e+02;1,17000000000000e+02;;;12;2025;9268836;23;CE;0;casos
;;;;;;;;1,34000000000000e+02;1,34000000000000e+02;1,51000000000000e+02;;;13;2025;9268836;23;CE;0;casos
;;;;;;;;2,04000000000000e+02;2,04000000000000e+02;1,84000000000000e+02;;;14;2025;9268836;23;CE;0;casos
;;;;;;;;2,14000000000000e+02;2,14000000000000e+02;2,06000000000000e+02;;;15;2025;9268836;23;CE;0;casos
;;;;;;;;1,99000000000000e+02;1,99000000000000e+02;2,36000000000000e+02;;;16;2025;9268836;23;CE;0;casos
;;;;;;;;2,96000000000000e+02;2,96000000000000e+02;2,71000000000000e+02;;;17;2025;9268836;23;CE;0;casos
;;;;;;;;3,17000000000000e+02;3,17000000000000e+02;3,18000000000000e+02;;;18;2025;9268836;23;CE;0;casos
;;;;;;;;3,41000000000000e+02;3,41000000000000e+02;3,43000000000000e+02;;;19;2025;9268836;23;CE;0;casos
;;;;;;;;3,71000000000000e+02;3,71000000000000e+02;3,60000000000000e+02;;;20;2025;9268836;23;CE;0;casos
;;;;;;;;3,69000000000000e+02;3,69000000000000e+02;3,40000000000000e+02;;;21;2025;9268836;23;CE;0;casos
;;;;;;;;2,81000000000000e+02;2,81000000000000e+02;3,19000000000000e+02;;;22;2025;9268836;23;CE;0;casos
;;;;;;;;3,07000000000000e+02;3,07000000000000e+02;2,73000000000000e+02;;;23;2025;9268836;23;CE;0;casos
;;;;;;;;2,30000000000000e+02;2,30000000000000e+02;2,48000000000000e+02;;;24;2025;9268836;23;CE;0;casos
;;;;;;;;2,08000000000000e+02;2,08000000000000e+02;1,98000000000000e+02;;;25;2025;9268836;23;CE;0;casos
;;;;;;;;1,55000000000000e+02;1,55000000000000e+02;1,81000000000000e+02;;;26;2025;9268836;23;CE;0;casos
;;;;;;;;1,81000000000000e+02;1,81000000000000e+02;1,61000000000000e+02;;;27;2025;9268836;23;CE;0;casos
;;;;;;;;1,46000000000000e+02;1,46000000000000e+02;1,50000000000000e+02;;;28;2025;9268836;23;CE;0;casos
;;;;;;;;1,22000000000000e+02;1,22000000000000e+02;1,24000000000000e+02;;;29;2025;9268836;23;CE;0;casos
;;;;;;;;1,03000000000000e+02;1,03000000000000e+02;1,07000000000000e+02;;;30;2025;9268836;23;CE;0;casos
;;;;;;;;9,70000000000000e+01;9,70000000000000e+01;1,05000000000000e+02;;;31;2025;9268836;23;CE;0;casos
;;;;;;;;1,16000000000000e+02;1,16000000000000e+02;1,16000000000000e+02;;;32;2025;9268836;23;CE;0;casos
;;;;;;;;1,36000000000000e+02;1,36000000000000e+02;1,20000000000000e+02;;;33;2025;9268836;23;CE;0;casos
;;;;;;;;1,09000000000000e+02;1,09000000000000e+02;1,25000000000000e+02;;;34;2025;9268836;23;CE;0;casos
;;;;;;;;1,31000000000000e+02;1,31000000000000e+02;1,20000000000000e+02;;;35;2025;9268836;23;CE;0;casos
;;;;;;;;1,19000000000000e+02;1,19000000000000e+02;1,28000000000000e+02;;;36;2025;9268836;23;CE;0;casos
;;;;;;;;1,34000000000000e+02;1,34000000000000e+02;1,21000000000000e+02;;;37;2025;9268836;23;CE;0;casos
;;;;;;;;1,11000000000000e+02;1,11000000000000e+02;1,17000000000000e+02;;;38;2025;9268836;23;CE;0;casos
;;;;;;;;1,06000000000000e+02;1,06000000000000e+02;1,13000000000000e+02;;;39;2025;9268836;23;CE;0;casos
